a,No,학교명,도서관명_국문,도서관명_영문,성격 1,성격 2,도서관수(분관 포함),우편번호,주소,개관년도,전화,FAX,홈페이지_주소,번호,경도,위도,상태
college_lib_1.shp.csv,18,강원대학교,강원대학교 삼척도서관,KANGWON NATIONAL UNIVERSITY SAMCHEOK LIBRARY,국립,대학교,1,245711,강원도 삼척시 중앙로 346,1964,033-570-6272,033-570-6271,http://library.kangwon.ac.kr/,100,129.162037,37.45390618,정좌표
college_lib_1.shp.csv,19,강원도립대학교,강원도립대학교 도서관,GangWon State University Library,공립,전문대학(3년제),0,25425,"강원도 강릉시 주문진읍 연주로 270, 종합정보관 (주문진읍, 강원도립대학교)",1998,033-660-8062,033-660-8066,http://lib.gw.ac.kr,100,128.831711,37.87617175,정좌표
college_lib_1.shp.csv,20,개신대학원대학교,개신대학원대학교 도서관,Reformed Graduate University Library,사립,전문대학원,0,1118,"서울특별시 강북구 도봉로 235 (미아동, 개신대학원대학교)",2003,070-7207-0113,02-945-0143,http://rts.egentouch.com,100,127.0245057,37.62955436,정좌표
college_lib_1.shp.csv,21,거제대학교,거제대학교 도서관,KOJE UNIVERSITY DIGITAL LIBRARY,사립,전문대학(3년제),0,656701,경남 거제시 마전1길(장승포동) 거제대학교,1990,055-680-1557,055-680-1524,http://lib.koje.ac.kr/,100,128.7261249,34.85184904,인근좌표
college_lib_1.shp.csv,22,건국대학교,건국대학교 상허기념도서관,Sanghuh Memorial Library,사립,대학교,1,5029,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",1949,02-450-3855,02-457-5411,http://library.konkuk.ac.kr,100,127.0789125,37.54488231,정좌표
college_lib_1.shp.csv,23,건국대학교(글로컬),건국대학교(글로컬) 중원도서관,KONKUK UNIVERSITY JOONGWON LIBRARY,사립,대학교,0,27478,"충청북도 충주시 충원대로 268, 중원도서관 (단월동, 건국대학교글로컬캠퍼스)",1980,043-840-3700,043-851-9357,https://lib.kku.ac.kr/,100,127.9075117,36.94758275,정좌표
college_lib_1.shp.csv,24,건신대학원대학교,건신대학원대학교 도서관,Library of Asia LIFE University,사립,전문대학원,0,301832,대전광역시 중구 동서대로 1327번길 40 건신대학원대학교 3층 도서관 용두동 128-1,1998,042-257-1663,042-257-5388,http://www.alu.ac.kr,100,127.4058812,36.33090824,정좌표
college_lib_1.shp.csv,25,건양대학교,건양대학교 대전캠퍼스 의학도서관,Medical Science Information center,사립,대학교,0,35365,"대전광역시 서구 관저동로 158, 건양대학교 대전캠퍼스 죽헌정보관 의학도서관",1995,042-600-1666,041-730-5164,http://lib.konyang.ac.kr/,100,127.3445629,36.30698032,정좌표
college_lib_1.shp.csv,26,건양대학교,건양대학교 도서관,Konyang University Library,사립,대학교,1,320711,충남 논산시 대학로 121 건양대학교 명곡도서관,1991,041-730-5161,041-730-5149,http://lib.konyang.ac.kr,100,127.1091096,36.18349331,정좌표
college_lib_1.shp.csv,27,경기과학기술대학교,경기과학기술대학교 도서관,Library of Gyeonggi University of Science and Technology,사립,전문대학(2년제),0,15073,"경기도 시흥시 경기과기대로 269 (정왕동, 경기과학기술대학)",1999,031-496-4572,031-496-9157,http://www.lib.gtec.ac.kr,100,126.736429,37.33881369,정좌표
college_lib_1.shp.csv,28,경기대학교,경기대학교 금화도서관,Kyonggi University Keumhwa Lib,사립,대학교,0,120702,서울시 서대문구 경기대로 9길 24 경기대학교 금화도서관 ,1958,02-390-5273,02-392-6140,http://keumhwa.kyonggi.ac.kr/,100,126.9622293,37.56447707,정좌표
college_lib_1.shp.csv,29,경기대학교,경기대학교 중앙도서관,Kyonggi University Central Library,사립,대학교,0,16227,"경기도 수원시 영통구 광교산로 154-42, 경기대학교 중앙도서관 (이의동, 경기대학교)",1964,031-249-8853,031-244-8305,http://library.kyonggi.ac.kr,100,127.0325913,37.30143823,인근좌표
college_lib_1.shp.csv,30,경남과학기술대학교,경남과학기술대학교 도서관,Gyeongnam National University of Science and Technology Library,국립,대학교,0,52725,경남 진주시 동진로 33번길 경남과학기술대학교,1965,055-751-3190,055-751-3199,http://jjlib.gntech.ac.kr,100,128.0945547,35.18241107,정좌표
college_lib_1.shp.csv,31,경남대학교,경남대학교 중앙도서관, Kyungnam University Library,사립,대학교,1,51767,"경상남도 창원시 마산합포구 경남대학로 7, 경남대학교 중앙도서관 (월영동, 경남대학교)",1946,055-249-2844,0505-999-2116,http://library.kyungnam.ac.kr/,100,128.5518415,35.18112432,정좌표
college_lib_1.shp.csv,32,경남도립거창대학,경남도립거창대학 도서관,University of GyeongNam Geochang Library,공립,전문대학(2년제),0,50147,"경상남도 거창군 거창읍 거창대학로 72 (거창읍, 경남도립거창대학)",1996,055-254-2742,055-254-2749,www.gc.ac.kr,100,127.9121972,35.67508085,정좌표
college_lib_1.shp.csv,33,경남도립남해대학,경남도립남해대학 도서관,Information Media Service Center     ,공립,전문대학(2년제),0,52422,"경상남도 남해군 남해읍 화전로78번길 30 (남해읍, 경남도립남해대학)",1996,055-254-2445,055-254-2449,http://lib.namhae.ac.kr,100,127.8962688,34.83677428,정좌표
college_lib_1.shp.csv,34,경남정보대학교,경남정보대학교 도서관,Kyungnam College of Information Technology Library,사립,전문대학(3년제),0,617701,부산 사상구 주례로 45 경남정보대학교,1972,051-320-1261,051-316-8627,http://lib.kit.ac.kr/,100,129.010858,35.14593401,정좌표
college_lib_1.shp.csv,35,경동대학교,경동대학교 도서관,KYUNGDONG UNIVERSITY LIBRARY,사립,대학교,0,24764,"강원도 고성군 토성면 봉포4길 46, 경동대학교 (토성면) 우당도서관",1997,033-639-0160,033-631-9542,http://lib.kduniv.ac.kr/,100,128.5539652,38.24962808,정좌표
college_lib_1.shp.csv,36,경민대학교,경민대학교 도서관,KYUNGMIN UNIVERSITY LIBRARY,사립,전문대학(3년제),0,11618,"경기도 의정부시 서부로 545, 경민대학교 도서관 (가능동)",1992,031-828-7111,031-828-7118,http://library.kyungmin.ac.kr,100,127.0248772,37.74727964,정좌표
college_lib_1.shp.csv,37,경복대학교,경복대학교 도서관,Kyungbok University Library,사립,전문대학(3년제),1,12051,"경기도 남양주시 진접읍 경복대로 425, 경복대학교 도서관 (진접읍, 경복대학교)",1992,031-570-9590,031-570-9598,http://lib.kyungbok.ac.kr,100,127.2115917,37.73510702,인근좌표
college_lib_1.shp.csv,38,경북과학대학교,경북과학대학교 도서관,Library of Kyongbuk  Science college,사립,전문대학(2년제),0,718851,경북 칠곡군 기산면 지산로634,1993,054-979-9191,054-979-9190,http://lib.kbsc.ac.kr,100,128.346306,35.98173027,정좌표
college_lib_1.shp.csv,39,경북대학교,경북대학교 도서관,KYUNGPOOK NATIONAL UNIVERSITY LIBRARY,국립,대학교,4,41566,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",1952,053-950-4612,053-950-4619,http://kudos.knu.ac.kr/,100,128.6091029,35.88556134,정좌표
college_lib_1.shp.csv,40,경북도립대학교,경북도립대학교 도서관,GyeongBuk Provincial college Library,공립,전문대학(2년제),1,36830,"경상북도 예천군 예천읍 도립대학길 114 (예천읍, 경북도립대학교)",1998,054-650-0143,054-650-0139,http://library.gpc.ac.kr/,100,128.4561181,36.6427486,정좌표
college_lib_1.shp.csv,41,경북보건대학교,경북보건대학교 도서관,Gyeongbuk College of Health Library,사립,전문대학(2년제),0,39525,경상북도 김천시 대학로 168 (삼락동),1979,054-420-9208,054-420-9130,http://lib.gch.ac.kr,100,128.0837631,36.13820736,정좌표
college_lib_1.shp.csv,42,경북전문대학교,경북전문대학교 현암도서관,Kyungbuk College Hyunam library,사립,전문대학(3년제),0,750712,경북 영주시 대학로 77,1973,054-630-5125,054-636-0138,http://lib.kbc.ac.kr,100,128.6161025,36.80642343,정좌표
college_lib_1.shp.csv,43,경상국립대학교,경상국립대학교 도서관,Gyeongsang National University  Library,국립,대학교,4,660701,경남 진주시 진주대로 501 경상대학교,1948,055-772-0505,055-772-0551,https://lib.gnu.ac.kr,100,128.0984744,35.15057853,정좌표
college_lib_1.shp.csv,44,경성대학교,경성대학교 중앙도서관,Kyungsung University Central Library,사립,대학교,0,48434,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",1967,051-663-5511,051-663-5519,http://library.ks.ac.kr,100,129.0966805,35.1430492,정좌표
college_lib_1.shp.csv,45,경안대학원대학교,경안대학원대학교 도서관,Gyeongan Theological Graduate University Library,사립,전문대학원,1,36614,"경상북도 안동시 북후면 물한길 16-29 (북후면, 경안신학대학원대학교)",2005,054-859-8001,054-859-8004,www.gyeongan.ac.kr,100,128.7052862,36.65696863,정좌표
college_lib_1.shp.csv,46,경운대학교,경운대학교 벽강중앙도서관,Kyungwoon University ByuckKang Main Library,사립,대학교,0,39160,경상북도 구미시 산동면 강동로 730,1997,054-479-1081,054-479-1089,http://library.ikw.ac.kr,100,128.4686256,36.16984182,정좌표
college_lib_1.shp.csv,47,경인교육대학교,경인교육대학교 도서관,Gyeongin National University of Education Library,국립,교육대학,1,21044,"인천광역시 계양구 계산로 62, 경인교육대학교 (계산동)",1962,032-540-1141,032-540-1346,http://lib.ginue.ac.kr,100,126.7171743,37.53712318,정좌표
college_lib_1.shp.csv,48,경인여자대학교,경인여자대학교 도서관,KYUNGIN WOMEN'S UNIVERSITY LIBRARY,사립,전문대학(3년제),0,21041,"인천광역시 계양구 계양산로 63, 경인여자대학교 20주년기념관 2층 (계산동, 경인여자대학)",1992,032-540-0052,032-555-2618,http://library.kiwu.ac.kr,100,126.7222801,37.54819606,정좌표
college_lib_1.shp.csv,49,경일대학교,경일대학교 도서관,kyungil university library,사립,대학교,0,38428,"경상북도 경산시 하양읍 가마실길 50 (하양읍, 경일대학교) 학술정보원",1968,053-600-4650,053-600-4669,https://cham.kiu.ac.kr,100,128.8027242,35.90654442,정좌표
college_lib_1.shp.csv,50,경주대학교,경주대학교 학술정보원,GYEONGJU UNIVERSITY LIBRARY,사립,대학교,0,38065,"경상북도 경주시 태종로 188, 학술정보원 (효현동, 경주대학교)",1988,054-770-5052,054-748-2696,http://lib.gju.ac.kr,100,129.1622354,35.83099767,정좌표
college_lib_1.shp.csv,51,경찰대학,경찰대학 도서관,Korean National Police University,기타,기타,0,31539,"충청남도 아산시 신창면 황산길 100-50, 경찰대학 도서관  ",1983,041-968-2157,041-968-2580,http://library.police.ac.kr/,100,126.9550396,36.74988239,정좌표
college_lib_1.shp.csv,52,경희대학교,경희대학교 국제캠퍼스 중앙도서관,Kyunghee University Global Campus Central Library,사립,대학교,2,17104,"경기도 용인시 기흥구 덕영대로 1732, 경희대학교 국제캠퍼스 (서천동, 경희대학교국제캠퍼스)",1980,031-201-3205,031-204-8111,https://library.khu.ac.kr/global,100,127.083005,37.24122411,정좌표
college_lib_1.shp.csv,53,경희대학교,경희대학교 도서관,Kyung Hee University Central Library,사립,대학교,5,2447,"서울특별시 동대문구 경희대로 26, 경희대학교 중앙도서관 (회기동, 경희대학교)",1951,02-961-0072,02-961-9555,http://library.khu.ac.kr/seoul,100,127.0561128,37.59379956,정좌표
college_lib_1.shp.csv,54,계명대학교,계명대학교 동산도서관,Dong-San Library,사립,대학교,1,42601,"대구광역시 달서구 달구벌대로 1095, (신당동, 계명대학교성서캠퍼스)",1958,053-580-5702,053-580-5700,http://library.kmu.ac.kr,100,128.4811929,35.85426184,정좌표
college_lib_1.shp.csv,55,계명대학교,계명대학교 의학도서관,Keimyung University Medical Library,사립,대학교,0,42601,"대구광역시 달서구 달구벌대로 1095, 계명대학교 의학도서관 (신당동, 계명대학교)",1958,053-258-7582,053-258-7585,http://medlib.dsmc.or.kr/,100,128.4811929,35.85426184,정좌표
college_lib_1.shp.csv,56,계명문화대학교,계명문화대학교 도서관,Keimyung College University Library,사립,전문대학(2년제),0,42601,"대구광역시 달서구 달서대로 675, 계명문화대학교 도서관 (신당동, 계명문화대학교)",1962,053-589-7977,053-589-7919,http://library.kmcu.ac.kr/,100,128.4915486,35.86001226,정좌표
college_lib_1.shp.csv,57,계약신학대학원대학교,계약신학대학원대학교 도서관,Kyeyak grduate school of theology,사립,전문대학원,0,464860,경기 광주시 초월읍 진새골길 151-30 계약신학대학원대학교도서관,2000,031-768-5547,031-768-5548,http://lib.kyeyak.ac.kr/,100,127.2759998,37.37924847,정좌표
college_lib_1.shp.csv,58,계원예술대학교,계원예술대학교 도서관,Kaywon Art and design Library,사립,전문대학(2년제),0,16038,"경기도 의왕시 계원대학로 66, 계원예술대학교 도서관 (내손동, 계원예술대학교)",1993,031-596-7525,031-596-7529,http://library.kaywon.ac.kr,100,126.9790159,37.37911873,정좌표
college_lib_1.shp.csv,59,고구려대학교,고구려대학교 도서관,KOGURYEO COLLEGE LIBRARY,사립,전문대학(3년제),1,520713,전남 나주시 다시면 복암리 837-8 고구려대학교,1995,061-330-7371,061-330-7376,http://library.kgrc.ac.kr/Cheetah/KGRC/Index,100,126.6491146,35.00763147,정좌표
college_lib_1.shp.csv,60,고려대학교,고려대학교 도서관,Korea University Library,사립,대학교,1,2841,"서울특별시 성북구 안암로 145, 고려대학교 (안암동5가, 고려대학교서울캠퍼스(인문사회계))",1937,02-3290-1484,02-924-0751,http://library.korea.ac.kr,100,127.0326852,37.58791907,정좌표
college_lib_1.shp.csv,61,고려대학교(세종),고려대학교(세종) 세종캠퍼스 학술정보원,Sejong Academy Information Center,사립,대학교,0,30019,"세종특별자치시 조치원읍 세종로 2511, 고려대학교 세종캠퍼스 학술정보원 (조치원읍)",1981,044-860-1802,044-860-1810,libs.korea.ac.kr,100,127.2882121,36.61152416,정좌표
college_lib_1.shp.csv,62,고려사이버대학교,고려사이버대학교 도서관,THE CYBER UNIVERSITY OF KOREA,사립,사이버대학(대학),0,3051,"서울특별시 종로구 북촌로 106 (계동, 고려사이버대학교)",2009,02-6361-2000,02-6361-1800,http://www.cuk.edu,100,126.9870631,37.58694438,정좌표
college_lib_1.shp.csv,63,고신대학교,고신대학교 도서관,Kosin University Library,사립,대학교,2,49104,부산 영도구 와치로 194 고신대학교 문헌정보관  (동삼동),1947,051-990-2261,051-911-2509,http://library.kosin.ac.kr,100,129.0625326,35.07845657,정좌표
college_lib_1.shp.csv,64,공군사관학교,공군사관학교 학술정보원,Korea Air Force Academy Library,기타,기타,0,28187,"충청북도 청주시 상당구 남일면 단재로 635, 사서함 335-12호 ",1953,043-290-6392,043-297-0479,http://lib.afa.ac.kr,100,127.5109285,36.57605401,인근좌표
college_lib_1.shp.csv,65,공주교육대학교,공주교육대학교 도서관,Gongju National University of Education,국립,교육대학,0,314711,충남 공주시 웅진로 27봉황동 공주교육대학교,1962,041-850-1322,041-850-1577,http://lib.gjue.ac.kr,100,127.1197016,36.44483242,정좌표
college_lib_1.shp.csv,66,공주대학교,공주대학교 도서관,KONGJU NATIONAL UNIVERSITY LIBRARY,국립,대학교,2,32588,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교) 공주대학교",1948,041-850-8692,041-850-8706,http://library.kongju.ac.kr,100,127.1397518,36.47045487,정좌표
college_lib_1.shp.csv,67,과학기술연합대학원대학교,과학기술연합대학원대학교 도서관,UST e-Library,기타,전문대학원,0,305805,대전 유성구 신성동 가정로 217,2007,042-865-2332,042-864-5554,lib.ust.ac.kr,100,127.3676225,36.38490811,정좌표
college_lib_1.shp.csv,68,광신대학교,광신대학교 도서관,KwangShin University,사립,대학교,0,61027,"광주광역시 북구 양산택지소로 36, 광신대학교 중앙도서관 (본촌동, 광신대학교)",1993,062-605-1041,062-605-1044,http://lib.kwangshin.ac.kr/,100,126.8846086,35.21573398,정좌표
college_lib_1.shp.csv,69,광양보건대학교,광양보건대학교 도서관,GWANGYANG HEALTH SCIENCES UNIVERSITY LIBRARY,사립,전문대학(3년제),1,57764,"전라남도 광양시 광양읍 대학로 85 (광양읍, 광양보건대학교)",1994,061-760-1408,061-760-1582,http://www.gy.ac.kr/ ,100,127.5682924,34.95357872,정좌표
college_lib_1.shp.csv,70,광운대학교,광운대학교 도서관,Kwangwoon University Central Library,사립,대학교,0,1897,"서울특별시 노원구 광운로 20 (월계동, 광운대학교)",1967,02-940-5063,02-919-0092,http://kupis.kw.ac.kr,100,127.059093,37.62001946,정좌표
college_lib_1.shp.csv,71,광주가톨릭대학교,광주가톨릭대학교 도서관,GwangJu Catholic University Library,사립,대학교,0,58230,"전라남도 나주시 남평읍 중남길 12-25, 광주가톨릭대학교 도서관 (남평읍, 광주가톨릭대학교)",1963,061-339-2250,061-339-2323,http://lib.gjcatholic.ac.kr,100,126.8650843,35.01570871,정좌표
college_lib_1.shp.csv,72,광주과학기술원,광주과학기술원 도서관,Gwangju Institute of Science and Technology,특별법법인,대학교,0,61005,"광주광역시 북구 첨단과기로 123, 광주과학기술원 도서관 (오룡동)",1997,062-715-2092,062-715-2088,https://library.gist.ac.kr,100,126.8382904,35.22717334,정좌표
college_lib_1.shp.csv,73,광주교육대학교,광주교육대학교 도서관,Gwangju National University of Education Library,국립,교육대학,0,61204,"광주광역시 북구 필문대로 55 (풍향동, 광주교육대학교)",1955,062-520-4071,062-520-4065,http://www.gnue.ac.kr/index.9is,100,126.9271593,35.16627262,정좌표
college_lib_1.shp.csv,74,광주대학교,광주대학교 호심기념도서관,Gwangju University Hosim Memorial Library,사립,대학교,0,61743,광주광역시 남구 효덕로 277,1981,062-670-2125,062-670-2630,http://klic.gwangju.ac.kr,100,126.8962616,35.10696836,정좌표
college_lib_1.shp.csv,75,광주보건대학교,광주보건대학교 두란노도서관,Gwangju Health University Tyrannus Library,사립,전문대학(3년제),0,506701,광주 광산구 북문대로 419번길 73 광주보건대학교,1972,062-958-7550,062-958-7555,http://lib.ghu.ac.kr,100,126.8466191,35.19146528,정좌표
college_lib_1.shp.csv,76,광주여자대학교,광주여자대학교 도서관,Kwangju Womens University Library,사립,대학교,0,62396,광주 광산구 광주여대길 40 광주여자대학교 도서관  (산정동),1992,062-950-3861,062-950-3864,https://kwul.kwu.ac.kr,100,126.7963337,35.16313866,정좌표
college_lib_1.shp.csv,77,구미대학교,구미대학교 도서관,Gumi university   library,사립,전문대학(2년제),0,39213,"경상북도 구미시 야은로 37, 구미대학교 도서관 ",1992,054-440-1402,054-440-1411,http://lib.kumi.ac.kr/,100,128.2890887,36.15216648,정좌표
college_lib_1.shp.csv,78,구세군사관대학원대학교,구세군사관대학원대학교 도서관,The Salvation Army Graduate University For Officer Training  Library,사립,특수대학원,0,13800,"경기도 과천시 관악산길 216 (중앙동, 구세군사관대학원대학교)",1985,02-502-9505,02-502-9507,-,100,126.9868632,37.43244095,정좌표
college_lib_1.shp.csv,79,국군간호사관학교,국군간호사관학교 도서관,Korea Armed Forces Nursing Academy Library,기타,기타,0,34059,대전광역시 유성구 자운로 90 (자운동),1967,042-878-4557,042-861-8132,www.libkafna.ac.kr,100,127.3480574,36.39674001,인근좌표
college_lib_1.shp.csv,80,국립암센터국제암대학원대학교,국립암센터국제암대학원대학교 도서관,Graduate School of Cancer Science and Policy,특별법법인,전문대학원,1,410769,경기 고양시 일산동구 일산로 323 국제암대학원대학교,2014,031-920-2752,031-920-2752,http://www.ncc-gcsp.ac.kr/,100,126.7833978,37.66322669,정좌표
college_lib_1.shp.csv,81,국민대학교,국민대학교 성곡도서관,Kookmin University Sungkok Library,사립,대학교,2,2707,"서울특별시 성북구 정릉로 77, 국민대학교 성곡도서관  (정릉동, 국민대학교)",1962,02-910-6713,02-910-6711,http://lib.kookmin.ac.kr/,100,126.9976191,37.61079306,정좌표
college_lib_1.shp.csv,82,국방대학교,국방대학교 도서관,Korea National Defense University Library,기타,기타,1,33021,충청남도 논산시 양촌면 황산벌로1040  국방대학교 (양촌면),1955,041-831-6511,02-748-7588,http://www.kndu.ac.kr,100,127.2125338,36.17594958,정좌표
college_lib_1.shp.csv,83,국제뇌교육종합대학원대학교,국제뇌교육종합대학원대학교 성재관,UBEL (University of Brain Education Library),사립,전문대학원,0,330841,충남 천안시 동남구 목천읍 지산리 167,2003,041-529-2627,041-529-2661,http://lib.ube.ac.kr/,100,127.1955822,36.79279299,정좌표
college_lib_1.shp.csv,84,국제대학교,국제대학교 학술정보원,kookje University library,사립,전문대학(2년제),0,17731,경기도 평택시 장안웃길 56(장안동 산 45) 국제대학교 학술정보원,1998,031-610-8727,031-612-9301,http://lib.kookje.ac.kr/KJC/,100,127.0803417,37.06516315,정좌표
college_lib_1.shp.csv,85,국제법률경영대학원대학교,국제법률경영대학원대학교 도서관,TLBU Library,사립,전문대학원,1,10264,"경기도 고양시 덕양구 내유길 230, 본관 3층 도서관 (내유동, 국제법률경영대학원)",2001,031-960-1031,031-963-8012,www.tlbu.ac.kr,100,126.8683005,37.72671442,정좌표
college_lib_1.shp.csv,86,국제사이버대학교,국제사이버대학교 도서관,gukje cyber university library,사립,사이버대학(대학),0,16487,"경기도 수원시 팔달구 경수대로 490, 국제사이버대학교 (인계동)",2003,031-229-6221,031-238-6300,http://www.gjcu.ac.kr/5_12eleclib.asp,100,127.0282231,37.26959395,정좌표
college_lib_1.shp.csv,87,국제신학대학원대학교,국제신학대학원대학교 도서관,Kukje Theological University and Seminary Library,사립,전문대학원,0,151869,서울 관악구 남부순환로 1548,1999,02-839-0388,02-839-0385,http://ktu.winbook.kr,100,126.9226661,37.48300413,정좌표
college_lib_1.shp.csv,88,국제영어대학원대학교,국제영어대학원대학교 학술정보원,IGSE Academic Information Center,사립,전문대학원,0,5407,서울시 강동구 양재대로 81길 89,2002,02-6477-5155,02-6476-5167,http://library.igse.ac.kr/index.asp,100,127.1294844,37.52422373,정좌표
college_lib_1.shp.csv,89,국제예술대학교,국제예술대학교 도서관,KukJe University of Arts,기타,기타,1,6051,"서울특별시 강남구 도산대로30길 47 (논현동, 국제예술대학교)",2008,02-542-8197,02-517-1392,www.kua.ac.kr,100,127.0310434,37.51692109,정좌표
college_lib_1.shp.csv,90,군산간호대학교,군산간호대학교 도서관,KUNSAN COLLEGE OF NURSING LIBRARY,사립,전문대학(4년제),0,54068,전라북도 군산시 동개정길 7 군산간호대학교 경암관 3층 도서관 ,1983,063-450-3842,063-450-3859,www.library.kcn.ac.kr,100,126.7605509,35.97094254,정좌표
